t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
9792,8609,1,9582,9602,6194,9558,9033,1,2
