t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
0,8,0,8,39,2,19,15,0,0
1,12,0,7,40,2,19,12,0,0
1,11,0,7,40,2,18,9,0,0
2,13,0,8,43,2,14,5,0,0
4,13,0,7,42,3,16,4,0,0
2,11,0,8,42,2,17,5,0,0
4,10,0,14,41,3,16,5,0,0
3,7,0,14,36,2,13,5,0,0
4,11,0,13,32,3,15,4,0,0
2,10,0,17,35,3,16,3,0,0
2,10,0,16,29,3,18,3,0,0
1,8,0,14,29,2,18,2,0,0
0,9,0,18,30,4,13,0,0,0
0,11,0,17,34,6,10,2,0,0
0,8,0,11,30,7,11,1,0,0
0,10,0,16,28,7,10,2,0,0
0,5,0,24,26,6,6,2,0,0
0,10,0,22,26,7,5,0,0,0
0,11,0,19,21,5,8,0,0,0
0,12,0,17,25,5,10,2,0,0
0,12,0,12,27,7,7,3,0,0
1,10,0,12,18,5,6,1,0,0
1,9,0,21,19,6,5,2,0,0
1,7,0,18,20,9,6,2,0,0
1,6,0,18,17,9,6,2,0,0
1,6,0,19,13,7,4,0,0,0
0,8,0,14,10,6,4,2,0,0
0,7,0,17,9,6,4,2,0,0
0,7,0,21,7,7,2,1,0,0
0,8,0,12,7,11,2,1,0,0
0,5,0,18,9,10,1,0,0,0
0,2,0,25,7,8,2,0,0,0
0,3,0,26,6,11,1,0,0,0
0,6,0,22,7,13,1,1,0,0
0,5,0,18,6,11,1,0,0,0
0,3,0,19,9,8,1,0,0,0
0,3,0,18,8,9,2,0,0,0
0,3,0,18,2,10,1,1,0,0
0,1,0,18,1,11,0,1,0,0
0,2,0,19,4,8,0,0,0,0
0,1,0,19,7,6,0,0,0,0
0,4,0,18,8,6,1,0,0,0
0,4,0,17,9,6,1,0,0,0
0,5,0,19,7,6,0,0,0,0
0,4,0,16,5,10,0,0,0,0
0,4,0,17,6,8,0,0,0,0
0,3,0,16,4,10,0,0,0,0
0,2,0,10,3,11,0,0,0,0
0,5,0,3,5,12,0,0,0,0
0,5,0,8,2,13,0,0,0,0
0,5,0,5,1,12,0,0,0,0
0,3,0,5,0,14,0,0,0,0
0,2,0,11,0,16,0,0,0,0
0,2,0,7,2,14,0,0,0,0
0,3,0,8,2,11,0,0,0,0
0,3,0,7,2,10,0,0,0,0
0,0,0,8,2,9,0,0,0,0
0,1,0,9,2,10,0,0,0,0
0,2,0,6,3,8,0,0,0,0
0,0,0,3,3,7,0,0,0,0
0,0,0,4,1,7,0,0,0,0
0,0,0,4,1,9,0,0,0,0
0,0,0,3,1,6,0,0,0,0
0,1,0,1,0,5,0,0,0,0
0,2,0,3,1,5,0,0,0,0
0,2,0,4,1,7,0,0,0,0
0,1,0,5,1,4,0,0,0,0
0,1,0,6,1,5,0,0,0,0
0,2,0,5,1,6,0,0,0,0
0,2,0,4,1,7,0,0,0,0
0,2,0,5,1,5,0,0,0,0
0,1,0,3,1,7,0,0,0,0
0,0,0,4,1,11,0,0,0,0
0,0,0,4,1,8,0,0,0,0
0,0,0,3,1,11,0,0,0,0
0,0,0,2,1,13,0,0,0,0
0,0,0,2,1,9,0,0,0,0
0,0,0,1,1,6,0,0,0,0
0,0,0,1,1,4,0,0,0,0
0,0,0,1,1,4,0,0,0,0
0,0,0,3,0,5,0,0,0,0
0,0,0,2,0,5,0,0,0,0
0,0,0,2,0,3,0,0,0,0
0,0,0,2,0,3,0,0,0,0
0,0,0,1,0,2,0,0,0,0
0,0,0,1,0,4,0,0,0,0
0,0,0,1,0,5,0,0,0,0
0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,6,0,0,0,0
0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,4,0,0,0,0
0,0,0,1,0,5,0,0,0,0
0,0,0,1,0,6,0,0,0,0
0,0,0,1,0,6,0,0,0,0
0,0,0,1,0,7,0,0,0,0
0,0,0,1,0,7,0,0,0,0
0,0,0,1,0,5,0,0,0,0
0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
