t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
0,1,0,113,10,80,5,0,0,0
0,1,0,109,9,79,5,0,0,0
0,1,0,104,9,76,5,0,0,0
0,1,0,98,8,75,5,0,0,0
0,2,0,94,7,65,5,0,0,0
0,2,0,91,7,64,5,0,0,0
0,2,0,86,5,66,5,0,0,0
0,0,0,83,5,64,4,0,0,0
0,0,0,79,5,60,4,0,0,0
0,0,0,76,5,53,3,0,0,0
0,0,0,72,5,55,3,0,0,0
0,0,0,70,5,45,3,0,0,0
0,0,0,67,5,44,2,0,0,0
0,0,0,61,5,46,2,0,0,0
0,0,0,58,5,47,2,0,0,0
0,0,0,59,5,46,2,0,0,0
0,0,0,55,4,40,2,0,0,0
0,0,0,52,4,35,2,0,0,0
0,0,0,48,4,34,2,0,0,0
0,0,0,48,4,29,2,0,0,0
0,0,0,48,4,29,2,0,0,0
0,0,0,44,4,29,2,0,0,0
0,0,0,40,4,26,2,0,0,0
0,0,0,37,4,25,2,0,0,0
0,0,0,37,4,25,2,0,0,0
0,0,0,32,4,23,2,0,0,0
0,0,0,31,3,23,2,0,0,0
0,0,0,32,3,23,2,0,0,0
0,0,0,31,3,18,1,0,0,0
0,0,0,29,3,20,1,0,0,0
0,0,0,27,3,17,1,0,0,0
0,0,0,26,3,14,0,0,0,0
0,0,0,26,2,14,0,0,0,0
